Date,Close Price,Open,High,Low,Vol.,Change %
27-Jul-07,6082.9,"6,254.00","6,254.00","6,082.90",1.15B,-2.81%
30-Jul-07,6108.8,"6,081.50","6,109.20","6,044.30",664.66M,0.43%
31-Jul-07,6144.2,"6,120.70","6,145.40","6,103.00",682.55M,0.58%
1-Aug-07,5941.2,"6,138.60","6,138.60","5,941.20",873.12M,-3.30%
2-Aug-07,6011.8,"5,969.10","6,059.20","5,903.20",842.24M,1.19%
3-Aug-07,6021,"6,026.70","6,061.00","5,980.80",600.50M,0.15%
6-Aug-07,5920.2,"6,016.10","6,016.10","5,891.10",489.06M,-1.67%
7-Aug-07,5985,"5,943.00","6,015.10","5,942.00",606.10M,1.09%
8-Aug-07,6100.8,"5,999.00","6,105.00","5,998.80",795.74M,1.93%
9-Aug-07,6165.6,"6,115.00","6,165.60","6,112.20",947.81M,1.06%
10-Aug-07,5936,"6,110.80","6,111.50","5,936.00",1.03B,-3.72%
13-Aug-07,6011.6,"5,945.20","6,040.40","5,945.20",672.35M,1.27%
14-Aug-07,5964.8,"6,012.50","6,022.20","5,938.70",685.41M,-0.78%
15-Aug-07,5788,"5,933.60","5,933.60","5,788.00",951.66M,-2.96%
16-Aug-07,5711.5,"5,783.30","5,783.30","5,483.30",1.46B,-1.32%
17-Aug-07,5671,"5,716.50","5,788.20","5,637.40",980.36M,-0.71%
20-Aug-07,5932.6,"5,675.90","5,932.60","5,675.90",759.93M,4.61%
21-Aug-07,5989.4,"5,929.50","5,998.60","5,873.60",627.90M,0.96%
22-Aug-07,6005,"5,984.00","6,048.20","5,964.90",734.75M,0.26%
23-Aug-07,6159.7,"6,016.10","6,177.70","6,016.10",918.27M,2.58%
24-Aug-07,6088.5,"6,143.70","6,143.70","6,079.40",698.24M,-1.16%
27-Aug-07,6185.2,"6,121.10","6,203.40","6,119.10",733.44M,1.59%
28-Aug-07,6176.3,"6,178.60","6,186.20","6,136.70",745.53M,-0.14%
29-Aug-07,6100.3,"6,140.60","6,140.60","6,031.60",823.66M,-1.23%
30-Aug-07,6135,"6,127.40","6,190.70","6,124.70",715.32M,0.57%
31-Aug-07,6247.2,"6,165.80","6,247.20","6,135.00",975.45M,1.83%
3-Sep-07,6267.3,"6,253.70","6,282.60","6,234.50",469.04M,0.32%
4-Sep-07,6293.3,"6,263.60","6,317.80","6,261.10",680.49M,0.41%
5-Sep-07,6262.7,"6,303.90","6,355.70","6,252.00",674.85M,-0.49%
6-Sep-07,6251,"6,246.50","6,266.10","6,189.70",579.68M,-0.19%
7-Sep-07,6278.4,"6,265.90","6,282.10","6,253.80",369.03M,0.44%
10-Sep-07,6191.2,"6,235.90","6,237.30","6,146.50",516.47M,-1.39%
11-Sep-07,6235.5,"6,193.40","6,257.00","6,193.40",624.84M,0.72%
12-Sep-07,6220.3,"6,259.40","6,303.20","6,217.30",699.26M,-0.24%
13-Sep-07,6230.6,"6,229.00","6,251.00","6,212.40",623.97M,0.17%
14-Sep-07,6306.8,"6,236.70","6,310.80","6,236.70",686.10M,1.22%
17-Sep-07,6271.4,"6,296.90","6,297.80","6,256.30",557.76M,-0.56%
18-Sep-07,6192.5,"6,260.70","6,260.80","6,166.20",746.57M,-1.26%
19-Sep-07,6356.1,"6,237.80","6,356.10","6,237.80",744.84M,2.64%
20-Sep-07,6393.7,"6,383.80","6,416.40","6,357.10",1.49B,0.59%
21-Sep-07,6357.9,"6,386.60","6,389.00","6,353.90",583.80M,-0.56%
24-Sep-07,6451.5,"6,361.00","6,457.80","6,361.00",559.85M,1.47%
25-Sep-07,6483,"6,456.30","6,509.60","6,429.60",632.86M,0.49%
26-Sep-07,6481.4,"6,456.20","6,500.90","6,453.80",661.71M,-0.02%
27-Sep-07,6538.1,"6,487.50","6,550.70","6,485.50",785.60M,0.87%
28-Sep-07,6567.8,"6,547.60","6,594.40","6,547.60",1.03B,0.45%
1-Oct-07,6563.7,"6,567.60","6,605.00","6,554.60",266.31M,-0.06%
2-Oct-07,6659.9,"6,598.10","6,666.80","6,597.30",728.40M,1.47%
3-Oct-07,6660,"6,642.50","6,680.30","6,636.10",693.48M,0.00%
4-Oct-07,6566.9,"6,640.30","6,641.20","6,551.70",656.00M,-1.40%
5-Oct-07,6605.4,"6,574.20","6,616.80","6,571.90",545.87M,0.59%
8-Oct-07,6654.3,"6,617.30","6,684.40","6,617.30",498.20M,0.74%
9-Oct-07,6677.8,"6,634.90","6,685.90","6,620.80",611.48M,0.35%
10-Oct-07,6738.3,"6,697.30","6,743.20","6,697.30",596.89M,0.91%
11-Oct-07,6771.9,"6,736.90","6,782.50","6,710.90",639.53M,0.50%
12-Oct-07,6748.9,"6,767.40","6,770.60","6,717.70",598.63M,-0.34%
15-Oct-07,6739,"6,761.60","6,800.20","6,713.40",486.95M,-0.15%
16-Oct-07,6692,"6,724.20","6,724.80","6,651.00",567.79M,-0.70%
17-Oct-07,6680.1,"6,693.60","6,724.30","6,648.40",649.45M,-0.18%
18-Oct-07,6767.7,"6,697.10","6,767.70","6,696.10",626.80M,1.31%
19-Oct-07,6706.3,"6,764.80","6,764.90","6,684.60",492.43M,-0.91%
22-Oct-07,6577.3,"6,660.80","6,662.60","6,542.90",902.95M,-1.92%
23-Oct-07,6660.9,"6,572.70","6,676.10","6,572.70",596.26M,1.27%
24-Oct-07,6634.4,"6,679.20","6,733.40","6,634.40",758.55M,-0.40%
25-Oct-07,6624.3,"6,627.80","6,674.10","6,610.70",800.48M,-0.15%
26-Oct-07,6700.6,"6,640.20","6,703.30","6,637.20",817.88M,1.15%
29-Oct-07,6792.1,"6,727.10","6,792.10","6,726.90",612.90M,1.37%
30-Oct-07,6750.2,"6,794.50","6,794.50","6,746.60",539.71M,-0.62%
31-Oct-07,6754.1,"6,731.70","6,775.80","6,710.80",785.75M,0.06%
1-Nov-07,6828.7,"6,778.40","6,851.50","6,777.30",709.16M,1.10%
2-Nov-07,6696.6,"6,782.20","6,782.20","6,674.70",643.12M,-1.93%
5-Nov-07,6582.3,"6,703.40","6,710.20","6,560.40",555.77M,-1.71%
6-Nov-07,6628,"6,578.90","6,657.80","6,578.60",386.45M,0.69%
7-Nov-07,6692.4,"6,634.40","6,701.20","6,634.40",634.53M,0.97%
8-Nov-07,6521.6,"6,638.80","6,638.90","6,488.50",749.02M,-2.55%
9-Nov-07,6545.7,"6,521.30","6,605.10","6,520.10",696.66M,0.37%
12-Nov-07,6455.3,"6,529.50","6,555.20","6,445.10",639.90M,-1.38%
13-Nov-07,6515.2,"6,452.20","6,520.40","6,437.30",661.68M,0.93%
14-Nov-07,6598.6,"6,537.50","6,608.20","6,536.20",636.07M,1.28%
15-Nov-07,6528.6,"6,590.20","6,616.50","6,528.60",715.89M,-1.06%
16-Nov-07,6461.9,"6,527.70","6,527.70","6,449.90",562.36M,-1.02%
19-Nov-07,6535.2,"6,475.00","6,551.90","6,475.00",497.95M,1.13%
20-Nov-07,6425.4,"6,492.50","6,492.50","6,394.10",627.79M,-1.68%
21-Nov-07,6384.3,"6,438.20","6,438.20","6,355.70",672.83M,-0.64%
22-Nov-07,6334.3,"6,356.10","6,356.10","6,312.60",630.05M,-0.78%
23-Nov-07,6330.2,"6,336.60","6,344.40","6,312.70",378.25M,-0.06%
26-Nov-07,6471.4,"6,361.10","6,482.80","6,361.10",547.18M,2.23%
27-Nov-07,6432.7,"6,437.50","6,440.10","6,349.40",742.29M,-0.60%
28-Nov-07,6370.1,"6,430.30","6,433.20","6,346.40",660.78M,-0.97%
29-Nov-07,6444.5,"6,397.90","6,481.70","6,397.90",772.06M,1.17%
30-Nov-07,6533.1,"6,458.70","6,552.90","6,436.70",1.22B,1.37%
3-Dec-07,6533.5,"6,535.20","6,562.70","6,521.10",550.67M,0.01%
4-Dec-07,6530.8,"6,517.00","6,538.00","6,500.40",744.72M,-0.04%
5-Dec-07,6508.1,"6,520.70","6,520.70","6,482.00",599.36M,-0.35%
6-Dec-07,6600.9,"6,533.70","6,618.70","6,533.70",736.73M,1.43%
7-Dec-07,6654.7,"6,612.70","6,671.40","6,612.00",561.93M,0.82%
10-Dec-07,6625.1,"6,659.30","6,659.30","6,608.90",485.25M,-0.44%
11-Dec-07,6680.4,"6,633.90","6,684.40","6,633.90",675.78M,0.83%
12-Dec-07,6615.2,"6,654.30","6,654.30","6,579.90",598.13M,-0.98%
13-Dec-07,6597.6,"6,621.50","6,645.40","6,556.70",610.85M,-0.27%
14-Dec-07,6491.7,"6,587.20","6,595.20","6,466.70",615.56M,-1.61%
17-Dec-07,6263.5,"6,469.70","6,471.60","6,263.50",862.96M,-3.52%
18-Dec-07,6236.9,"6,244.30","6,244.30","6,105.60",1.19B,-0.42%
19-Dec-07,6216.4,"6,258.40","6,266.90","6,192.70",1.29B,-0.33%
20-Dec-07,6176.9,"6,225.50","6,236.80","6,176.90",1.47B,-0.64%
21-Dec-07,6247,"6,183.80","6,285.60","6,183.60",1.08B,1.13%
24-Dec-07,6323.6,"6,272.50","6,344.40","6,271.40",275.40M,1.23%
27-Dec-07,6350.9,"6,339.10","6,366.50","6,338.60",335.61M,0.43%
28-Dec-07,6339.9,"6,333.50","6,339.90","6,294.80",354.72M,-0.17%
31-Dec-07,6339.8,"6,342.00","6,355.70","6,318.20",228.36M,0.00%
2-Jan-08,6353.2,"6,336.60","6,385.70","6,326.70",316.79M,0.21%
3-Jan-08,6290.7,"6,341.60","6,341.60","6,251.40",450.65M,-0.98%
4-Jan-08,6306.8,"6,308.30","6,343.90","6,274.70",503.72M,0.26%
7-Jan-08,6161.6,"6,276.40","6,276.40","6,148.10",595.33M,-2.30%
8-Jan-08,6128.1,"6,152.20","6,185.30","6,115.00",666.60M,-0.54%
9-Jan-08,6087.7,"6,115.70","6,115.70","6,035.80",712.53M,-0.66%
10-Jan-08,6078.7,"6,087.20","6,105.00","6,049.70",834.40M,-0.15%
11-Jan-08,5981.6,"6,086.70","6,096.90","5,981.60",644.73M,-1.60%
14-Jan-08,5980,"5,967.40","6,015.50","5,904.30",653.84M,-0.03%
15-Jan-08,5960,"5,980.80","6,042.00","5,942.40",969.81M,-0.33%
16-Jan-08,5809.7,"5,944.00","5,960.00","5,787.20",1.02B,-2.52%
17-Jan-08,5796.1,"5,817.00","5,849.30","5,788.50",896.07M,-0.23%
18-Jan-08,5747.3,"5,736.10","5,766.40","5,619.30",884.27M,-0.84%
21-Jan-08,5580.4,"5,736.20","5,737.90","5,580.40",725.66M,-2.90%
22-Jan-08,5186.8,"5,515.30","5,515.30","5,186.80",1.35B,-7.05%
23-Jan-08,5412.3,"5,230.70","5,540.70","5,230.70",1.28B,4.35%
24-Jan-08,5580.4,"5,450.10","5,580.40","5,447.50",974.73M,3.11%
25-Jan-08,5860.3,"5,608.10","5,860.30","5,608.10",1.09B,5.02%
29-Jan-08,5716.5,"5,862.10","5,862.10","5,698.40",919.04M,-2.45%
30-Jan-08,5618.7,"5,746.10","5,837.70","5,614.50",823.05M,-1.71%
31-Jan-08,5650.3,"5,608.90","5,655.50","5,448.50",983.50M,0.56%
1-Feb-08,5842.9,"5,672.60","5,848.70","5,669.10",755.31M,3.41%
4-Feb-08,5867.4,"5,854.40","6,022.00","5,829.40",713.79M,0.42%
5-Feb-08,5792.9,"5,867.00","5,888.20","5,787.70",643.43M,-1.27%
6-Feb-08,5609.4,"5,770.40","5,771.10","5,609.40",751.45M,-3.17%
7-Feb-08,5596.7,"5,606.80","5,613.00","5,508.70",692.51M,-0.23%
8-Feb-08,5658,"5,608.10","5,704.30","5,606.50",523.92M,1.10%
11-Feb-08,5537.6,"5,663.80","5,665.30","5,513.20",544.24M,-2.13%
12-Feb-08,5608.1,"5,553.10","5,619.30","5,516.10",730.02M,1.27%
13-Feb-08,5542.1,"5,620.80","5,654.90","5,541.50",797.03M,-1.18%
14-Feb-08,5684.8,"5,566.00","5,690.50","5,565.60",880.02M,2.57%
15-Feb-08,5606.6,"5,658.60","5,658.60","5,544.60",614.02M,-1.38%
18-Feb-08,5558.4,"5,581.30","5,587.60","5,547.40",668.46M,-0.86%
19-Feb-08,5619.1,"5,583.70","5,650.30","5,582.90",723.81M,1.09%
20-Feb-08,5496.5,"5,623.70","5,630.70","5,496.50",750.30M,-2.18%
21-Feb-08,5583.4,"5,517.80","5,600.90","5,497.80",880.78M,1.58%
22-Feb-08,5559.9,"5,574.40","5,578.30","5,490.40",793.50M,-0.42%
25-Feb-08,5621.6,"5,571.50","5,640.50","5,568.50",653.12M,1.11%
26-Feb-08,5666.1,"5,627.70","5,689.00","5,627.10",951.07M,0.79%
27-Feb-08,5767.2,"5,682.30","5,769.80","5,682.30",726.99M,1.78%
28-Feb-08,5651.2,"5,759.70","5,759.70","5,625.50",858.43M,-2.01%
29-Feb-08,5572.1,"5,647.90","5,649.30","5,515.60",989.07M,-1.40%
3-Mar-08,5405.8,"5,534.30","5,535.20","5,393.90",784.83M,-2.98%
4-Mar-08,5380.3,"5,410.30","5,437.80","5,347.50",990.15M,-0.47%
5-Mar-08,5376.6,"5,392.10","5,461.30","5,344.70",1.03B,-0.07%
6-Mar-08,5435.5,"5,400.20","5,454.00","5,370.60",994.30M,1.10%
7-Mar-08,5264,"5,411.70","5,411.70","5,240.30",926.75M,-3.16%
10-Mar-08,5180.4,"5,237.00","5,237.00","5,145.80",788.82M,-1.59%
11-Mar-08,5134.2,"5,143.60","5,145.30","5,082.10",1.06B,-0.89%
12-Mar-08,5257.9,"5,190.80","5,369.70","5,190.80",989.13M,2.41%
13-Mar-08,5135.9,"5,261.00","5,264.50","5,121.00",757.42M,-2.32%
14-Mar-08,5206.9,"5,158.00","5,219.40","5,157.50",689.49M,1.38%
17-Mar-08,5087,"5,180.90","5,183.60","5,039.60",746.74M,-2.30%
18-Mar-08,5086.1,"5,070.90","5,117.30","5,059.40",848.13M,-0.02%
19-Mar-08,5289.1,"5,134.10","5,289.10","5,134.10",1.04B,3.99%
20-Mar-08,5127.5,"5,237.30","5,242.50","5,127.50",1.94B,-3.06%
25-Mar-08,5318.4,"5,170.80","5,354.20","5,170.80",993.51M,3.72%
26-Mar-08,5381.4,"5,327.30","5,389.70","5,322.30",790.66M,1.18%
27-Mar-08,5371.6,"5,372.80","5,374.30","5,334.30",807.15M,-0.18%
28-Mar-08,5351.1,"5,355.00","5,355.00","5,275.20",1.17B,-0.38%
31-Mar-08,5355.7,"5,345.60","5,375.00","5,316.90",762.87M,0.09%
1-Apr-08,5361.2,"5,363.40","5,373.30","5,301.00",668.60M,0.10%
2-Apr-08,5502.9,"5,395.20","5,528.10","5,394.20",927.09M,2.64%
3-Apr-08,5608.9,"5,514.00","5,609.40","5,508.90",917.55M,1.93%
4-Apr-08,5619.6,"5,621.30","5,657.70","5,595.90",1.08B,0.19%
7-Apr-08,5625,"5,643.70","5,643.70","5,605.40",706.12M,0.10%
8-Apr-08,5571.5,"5,625.40","5,630.50","5,554.00",837.48M,-0.95%
9-Apr-08,5520.2,"5,606.30","5,610.10","5,509.60",647.34M,-0.92%
10-Apr-08,5446.4,"5,512.10","5,512.60","5,435.00",671.32M,-1.34%
11-Apr-08,5439.3,"5,442.20","5,456.30","5,386.10",688.40M,-0.13%
14-Apr-08,5342.4,"5,408.30","5,409.50","5,309.20",589.93M,-1.78%
15-Apr-08,5400.4,"5,339.30","5,422.00","5,336.70",671.97M,1.09%
16-Apr-08,5470.3,"5,426.60","5,482.00","5,425.70",704.71M,1.29%
17-Apr-08,5519,"5,514.90","5,567.60","5,507.90",757.03M,0.89%
18-Apr-08,5429.7,"5,505.70","5,519.10","5,395.00",572.12M,-1.62%
21-Apr-08,5600.3,"5,460.40","5,604.00","5,460.30",660.54M,3.14%
22-Apr-08,5564.6,"5,597.30","5,597.30","5,524.60",551.17M,-0.64%
23-Apr-08,5652.9,"5,564.40","5,653.90","5,564.30",717.61M,1.59%
24-Apr-08,5587.3,"5,637.80","5,639.10","5,557.40",881.64M,-1.16%
28-Apr-08,5602.7,"5,599.20","5,672.70","5,573.00",667.26M,0.28%
29-Apr-08,5606.9,"5,613.00","5,626.60","5,575.70",663.37M,0.07%
30-Apr-08,5595.4,"5,575.10","5,620.50","5,516.00",895.42M,-0.21%
1-May-08,5585.8,"5,592.60","5,593.40","5,538.70",691.88M,-0.17%
2-May-08,5700.4,"5,603.30","5,700.40","5,599.70",745.74M,2.05%
5-May-08,5730.3,"5,729.70","5,751.60","5,716.50",570.73M,0.52%
6-May-08,5701.4,"5,734.60","5,734.90","5,680.30",617.61M,-0.50%
7-May-08,5668.4,"5,726.80","5,747.20","5,656.70",804.29M,-0.58%
8-May-08,5723.2,"5,630.90","5,731.90","5,590.60",790.49M,0.97%
9-May-08,5771.8,"5,740.60","5,810.70","5,722.80",672.97M,0.85%
12-May-08,5828.5,"5,774.20","5,846.80","5,774.20",580.64M,0.98%
13-May-08,5812.7,"5,828.10","5,842.00","5,792.30",719.60M,-0.27%
14-May-08,5872.7,"5,823.70","5,887.80","5,808.70",773.95M,1.03%
15-May-08,5890.7,"5,873.90","5,911.90","5,863.80",1.03B,0.31%
16-May-08,5931,"5,931.40","5,971.50","5,922.70",701.53M,0.68%
19-May-08,5949.4,"5,950.00","5,980.80","5,933.40",691.36M,0.31%
20-May-08,5908.1,"5,944.50","5,948.30","5,893.80",624.72M,-0.69%
21-May-08,5823.4,"5,867.80","5,868.10","5,809.30",723.24M,-1.43%
22-May-08,5826.9,"5,799.50","5,863.80","5,738.90",892.23M,0.06%
23-May-08,5768,"5,833.20","5,840.00","5,753.20",901.42M,-1.01%
26-May-08,5707,"5,746.10","5,749.90","5,699.50",631.52M,-1.06%
27-May-08,5714.4,"5,705.60","5,736.00","5,705.60",579.94M,0.13%
28-May-08,5648.1,"5,708.30","5,720.40","5,628.50",839.04M,-1.16%
29-May-08,5709.4,"5,662.40","5,715.70","5,656.90",947.11M,1.09%
30-May-08,5654.7,"5,692.10","5,692.10","5,641.10",1.48B,-0.96%
2-Jun-08,5662.3,"5,671.90","5,681.50","5,595.50",733.38M,0.13%
3-Jun-08,5574.2,"5,644.50","5,651.90","5,568.90",861.30M,-1.56%
4-Jun-08,5584.5,"5,569.60","5,620.20","5,558.70",837.61M,0.18%
5-Jun-08,5530.1,"5,569.60","5,576.20","5,514.30",745.14M,-0.97%
6-Jun-08,5592.1,"5,562.30","5,619.30","5,562.30",691.81M,1.12%
10-Jun-08,5437.5,"5,573.40","5,573.40","5,437.50",860.13M,-2.76%
11-Jun-08,5467.3,"5,434.90","5,467.40","5,398.00",954.02M,0.55%
12-Jun-08,5329.2,"5,451.60","5,451.60","5,326.00",898.97M,-2.53%
13-Jun-08,5378.1,"5,349.80","5,378.10","5,290.00",917.33M,0.92%
16-Jun-08,5371.7,"5,390.60","5,405.50","5,357.30",696.29M,-0.12%
17-Jun-08,5422.7,"5,384.50","5,422.70","5,310.10",965.00M,0.95%
18-Jun-08,5443.2,"5,418.90","5,444.20","5,385.20",1.07B,0.38%
19-Jun-08,5366.6,"5,432.10","5,432.50","5,366.60",1.50B,-1.41%
20-Jun-08,5288.3,"5,372.50","5,374.90","5,276.20",1.19B,-1.46%
23-Jun-08,5283.7,"5,265.40","5,293.60","5,211.60",920.03M,-0.09%
24-Jun-08,5290,"5,287.20","5,295.30","5,241.60",987.90M,0.12%
25-Jun-08,5237.8,"5,265.80","5,282.90","5,215.00",1.02B,-0.99%
26-Jun-08,5307,"5,244.90","5,334.10","5,244.20",1.13B,1.32%
27-Jun-08,5237,"5,258.40","5,261.00","5,144.70",1.24B,-1.32%
30-Jun-08,5215.3,"5,254.10","5,305.90","5,212.00",1.08B,-0.41%
1-Jul-08,5138.9,"5,230.10","5,231.90","5,138.90",740.78M,-1.46%
2-Jul-08,5094.8,"5,122.40","5,125.70","5,060.60",929.94M,-0.86%
3-Jul-08,4998.3,"5,047.20","5,047.20","4,969.10",913.82M,-1.89%
4-Jul-08,5082.1,"5,005.70","5,082.10","5,005.70",736.76M,1.68%
7-Jul-08,5002.5,"5,069.00","5,071.70","4,975.40",612.54M,-1.57%
8-Jul-08,4932.9,"5,002.60","5,030.80","4,931.50",812.62M,-1.39%
9-Jul-08,5011.9,"4,952.40","5,042.20","4,952.40",908.63M,1.60%
10-Jul-08,4937.4,"4,985.00","4,986.70","4,916.90",846.36M,-1.49%
11-Jul-08,4979.9,"4,955.90","4,990.60","4,931.40",735.02M,0.86%
14-Jul-08,4921,"4,970.20","4,975.90","4,910.00",681.45M,-1.18%
15-Jul-08,4815.7,"4,919.00","4,919.00","4,795.80",831.12M,-2.14%
16-Jul-08,4870.6,"4,794.00","4,885.80","4,787.50",969.70M,1.14%
17-Jul-08,4901,"4,872.60","4,932.60","4,862.10",827.40M,0.62%
18-Jul-08,4840.4,"4,891.10","4,905.40","4,825.80",728.80M,-1.24%
21-Jul-08,5011.8,"4,865.30","5,011.80","4,860.20",827.52M,3.54%
22-Jul-08,5005.6,"5,007.40","5,007.40","4,947.80",765.14M,-0.12%
23-Jul-08,5105.3,"5,014.00","5,156.10","5,003.90",946.73M,1.99%
24-Jul-08,5144.1,"5,097.40","5,158.30","5,094.20",821.40M,0.76%
25-Jul-08,4970.5,"5,097.70","5,101.50","4,939.80",884.31M,-3.37%
28-Jul-08,4922.1,"4,960.00","4,965.70","4,885.80",706.79M,-0.97%
29-Jul-08,4847.4,"4,912.80","4,916.80","4,819.40",695.64M,-1.52%
30-Jul-08,4936.7,"4,870.60","4,958.40","4,843.20",608.25M,1.84%
31-Jul-08,4977.4,"4,959.50","5,015.20","4,959.30",906.99M,0.82%
1-Aug-08,4904,"4,971.70","4,971.70","4,869.40",608.83M,-1.47%
4-Aug-08,4887.7,"4,883.10","4,936.40","4,882.70",491.21M,-0.33%
5-Aug-08,4820.4,"4,848.20","4,851.30","4,758.50",880.52M,-1.38%
6-Aug-08,4969.1,"4,847.30","4,978.30","4,847.30",920.60M,3.08%
7-Aug-08,4983.3,"4,978.00","5,004.90","4,940.40",858.79M,0.29%
8-Aug-08,4986.2,"4,968.80","4,992.60","4,911.00",778.60M,0.06%
11-Aug-08,5026.1,"4,993.90","5,055.10","4,992.80",651.24M,0.80%
12-Aug-08,5053.6,"5,021.00","5,072.90","5,008.70",786.62M,0.55%
13-Aug-08,4951.6,"5,034.10","5,035.10","4,931.70",792.69M,-2.02%
14-Aug-08,4981.1,"4,974.00","5,064.40","4,968.20",918.11M,0.60%
15-Aug-08,4981.7,"4,972.80","4,999.50","4,950.30",726.54M,0.01%
18-Aug-08,4985,"4,979.70","5,031.60","4,934.10",600.75M,0.07%
19-Aug-08,4866.4,"4,963.70","4,964.50","4,866.40",734.33M,-2.38%
20-Aug-08,4929.5,"4,878.20","4,931.50","4,875.40",874.23M,1.30%
21-Aug-08,4875.2,"4,944.20","4,944.50","4,868.20",916.05M,-1.10%
22-Aug-08,4931.4,"4,893.00","4,936.60","4,891.80",1.00B,1.15%
25-Aug-08,5014.9,"4,941.80","5,036.60","4,938.90",704.68M,1.69%
26-Aug-08,5007.5,"4,995.40","5,007.50","4,895.00",657.77M,-0.15%
27-Aug-08,5011.2,"5,012.60","5,038.30","4,968.50",717.82M,0.07%
28-Aug-08,5066.5,"5,022.10","5,087.70","5,021.60",803.89M,1.10%
29-Aug-08,5135.6,"5,073.90","5,146.30","5,068.60",977.99M,1.36%
1-Sep-08,5118.3,"5,128.70","5,129.40","5,093.40",563.23M,-0.34%
2-Sep-08,5116,"5,096.50","5,177.20","5,096.50",724.37M,-0.04%
3-Sep-08,5060,"5,102.90","5,144.30","5,033.80",889.86M,-1.09%
4-Sep-08,4979.5,"5,051.20","5,081.50","4,952.30",837.44M,-1.59%
5-Sep-08,4877.1,"4,947.60","4,948.00","4,837.60",849.32M,-2.06%
8-Sep-08,5067.5,"4,877.70","5,081.70","4,877.10",817.62M,3.90%
9-Sep-08,4980.1,"5,049.80","5,050.10","4,963.70",870.52M,-1.72%
10-Sep-08,4905.5,"4,927.70","4,929.20","4,848.00",876.14M,-1.50%
11-Sep-08,4814.3,"4,916.60","4,917.60","4,811.40",809.13M,-1.86%
12-Sep-08,4903.8,"4,834.20","4,903.80","4,828.40",768.18M,1.86%
15-Sep-08,4817.7,"4,904.00","4,905.10","4,770.90",729.07M,-1.76%
16-Sep-08,4750.8,"4,778.20","4,781.40","4,685.50",1.20B,-1.39%
17-Sep-08,4722.2,"4,759.60","4,822.40","4,700.60",1.30B,-0.60%
18-Sep-08,4607.3,"4,668.80","4,670.10","4,527.40",1.88B,-2.43%
19-Sep-08,4804.1,"4,637.30","4,828.30","4,637.30",1.66B,4.27%
22-Sep-08,5020.5,"4,923.90","5,020.50","4,916.50",1.12B,4.50%
23-Sep-08,4923.5,"4,987.40","4,987.40","4,882.10",623.98M,-1.93%
24-Sep-08,4981.9,"4,917.30","4,987.50","4,916.10",799.93M,1.19%
25-Sep-08,4927.4,"4,954.20","4,983.00","4,925.30",786.29M,-1.09%
26-Sep-08,4904.8,"4,935.90","4,990.50","4,837.90",796.29M,-0.46%
29-Sep-08,4807.4,"4,903.90","4,956.60","4,782.90",515.00M,-1.99%
30-Sep-08,4600.5,"4,715.00","4,716.30","4,540.70",756.23M,-4.30%
1-Oct-08,4794.6,"4,636.30","4,794.60","4,636.30",546.38M,4.22%
2-Oct-08,4761.1,"4,795.70","4,832.50","4,757.30",618.19M,-0.70%
3-Oct-08,4695.4,"4,717.40","4,718.00","4,633.20",590.87M,-1.38%
6-Oct-08,4540.4,"4,690.80","4,690.80","4,515.00",316.52M,-3.30%
7-Oct-08,4618.7,"4,504.30","4,652.90","4,391.90",792.26M,1.72%
8-Oct-08,4388.1,"4,563.20","4,563.60","4,381.80",731.38M,-4.99%
9-Oct-08,4320.9,"4,391.00","4,393.80","4,269.90",975.68M,-1.53%
10-Oct-08,3960.7,"4,275.00","4,275.00","3,960.70",1.08B,-8.34%
13-Oct-08,4180.7,"3,990.80","4,202.30","3,990.80",945.91M,5.55%
14-Oct-08,4335.2,"4,248.10","4,442.40","4,247.80",1.08B,3.70%
15-Oct-08,4300,"4,329.50","4,330.80","4,265.40",844.69M,-0.81%
16-Oct-08,4013.4,"4,225.10","4,225.10","3,995.20",867.15M,-6.67%
17-Oct-08,3970.8,"4,039.50","4,150.40","3,963.20",892.19M,-1.06%
20-Oct-08,4142.3,"3,994.20","4,142.30","3,994.20",992.17M,4.32%
21-Oct-08,4302.5,"4,184.50","4,302.50","4,183.70",780.14M,3.87%
22-Oct-08,4156.1,"4,269.50","4,269.50","4,156.10",732.34M,-3.40%
23-Oct-08,3974.4,"4,087.50","4,087.50","3,973.20",762.40M,-4.37%
24-Oct-08,3869.4,"3,970.70","4,029.20","3,830.00",696.06M,-2.64%
27-Oct-08,3809.2,"3,874.50","3,874.50","3,761.10",737.79M,-1.56%
28-Oct-08,3794.6,"3,801.40","3,805.00","3,724.80",881.49M,-0.38%
29-Oct-08,3845.6,"3,835.30","3,976.20","3,817.40",1.13B,1.34%
30-Oct-08,4001.1,"3,869.50","4,022.40","3,868.10",1.06B,4.04%
31-Oct-08,4018,"3,992.60","4,018.00","3,938.20",1.04B,0.42%
3-Nov-08,4221.5,"4,041.60","4,221.50","4,018.00",767.39M,5.06%
4-Nov-08,4215.1,"4,198.20","4,226.80","4,135.90",562.10M,-0.15%
5-Nov-08,4336.6,"4,253.80","4,340.50","4,250.50",1.21B,2.88%
6-Nov-08,4149.7,"4,281.70","4,283.10","4,144.90",838.03M,-4.31%
7-Nov-08,4051.3,"4,099.20","4,100.20","3,963.80",743.00M,-2.37%
10-Nov-08,4107.8,"4,066.90","4,159.80","4,066.90",819.59M,1.39%
11-Nov-08,3960.9,"4,087.20","4,088.80","3,926.90",890.33M,-3.58%
12-Nov-08,3927.3,"3,944.80","3,966.70","3,892.70",846.56M,-0.85%
