Date,Close Price,Open,High,Low,Vol.,Change %
1-Mar-18,5973.34,"6,016.00","6,016.00","5,957.50",594.82M,-0.71%
2-Mar-18,5928.9,"5,973.30","5,973.30","5,902.20",571.27M,-0.74%
5-Mar-18,5895.03,"5,928.90","5,928.90","5,886.50",506.50M,-0.57%
6-Mar-18,5962.4,"5,895.00","5,979.50","5,895.00",622.33M,1.14%
7-Mar-18,5902,"5,962.40","5,962.40","5,895.30",559.20M,-1.01%
8-Mar-18,5942.9,"5,902.00","5,942.90","5,895.60",569.59M,0.69%
9-Mar-18,5963.23,"5,942.90","5,978.40","5,942.10",528.10M,0.34%
12-Mar-18,5996.12,"5,971.30","6,026.10","5,971.30",488.25M,0.55%
13-Mar-18,5974.7,"5,996.10","5,996.10","5,949.60",524.64M,-0.36%
14-Mar-18,5935.3,"5,974.70","5,974.70","5,922.80",548.16M,-0.66%
15-Mar-18,5920.85,"5,935.30","5,935.30","5,906.10",723.97M,-0.24%
16-Mar-18,5949.4,"5,920.90","5,952.70","5,920.90",1.04B,0.48%
19-Mar-18,5959.4,"5,949.40","5,982.50","5,933.50",445.67M,0.17%
20-Mar-18,5936.4,"5,959.40","5,959.40","5,915.60",522.63M,-0.39%
21-Mar-18,5950.3,"5,936.40","5,963.00","5,934.70",557.82M,0.23%
22-Mar-18,5937.2,"5,950.30","5,958.30","5,909.10",607.14M,-0.22%
23-Mar-18,5820.7,"5,937.20","5,937.20","5,808.10",608.96M,-1.96%
26-Mar-18,5790.5,"5,820.70","5,820.70","5,773.30",534.66M,-0.52%
27-Mar-18,5832.3,"5,790.50","5,837.50","5,790.50",583.70M,0.72%
28-Mar-18,5789.5,"5,832.30","5,832.30","5,781.60",516.08M,-0.73%
29-Mar-18,5759.4,"5,789.50","5,804.30","5,752.70",702.06M,-0.52%
3-Apr-18,5751.9,"5,759.40","5,766.00","5,724.80",516.20M,-0.13%
4-Apr-18,5761.4,"5,751.90","5,764.30","5,728.80",604.25M,0.17%
5-Apr-18,5788.8,"5,761.40","5,806.00","5,761.40",480.80M,0.48%
6-Apr-18,5788.7,"5,788.80","5,799.20","5,761.90",405.11M,0.00%
9-Apr-18,5808.7,"5,788.70","5,816.60","5,771.10",433.46M,0.35%
10-Apr-18,5857,"5,808.70","5,857.80","5,785.70",438.80M,0.83%
11-Apr-18,5828.7,"5,857.00","5,864.00","5,825.30",495.89M,-0.48%
12-Apr-18,5815.5,"5,828.70","5,837.90","5,801.50",588.30M,-0.23%
13-Apr-18,5829.1,"5,815.50","5,844.70","5,815.50",409.77M,0.23%
16-Apr-18,5841.3,"5,829.10","5,867.60","5,829.10",393.70M,0.21%
17-Apr-18,5841.5,"5,841.30","5,871.10","5,841.30",460.71M,0.00%
18-Apr-18,5861.4,"5,841.50","5,864.80","5,841.50",479.65M,0.34%
19-Apr-18,5881,"5,861.40","5,902.90","5,861.40",653.82M,0.33%
20-Apr-18,5868.8,"5,881.00","5,887.00","5,862.70",498.39M,-0.21%
23-Apr-18,5886,"5,868.80","5,894.70","5,868.80",444.08M,0.29%
24-Apr-18,5921.6,"5,886.00","5,928.80","5,879.60",664.01M,0.60%
26-Apr-18,5910.8,"5,921.60","5,938.80","5,903.10",749.89M,-0.18%
27-Apr-18,5953.6,"5,910.80","5,953.60","5,910.80",641.57M,0.72%
30-Apr-18,5982.7,"5,953.60","5,991.10","5,945.60",590.27M,0.49%
1-May-18,6015.2,"5,982.70","6,022.10","5,978.50",613.62M,0.54%
2-May-18,6050.2,"6,015.20","6,053.60","6,009.50",676.29M,0.58%
3-May-18,6098.3,"6,050.20","6,109.70","6,050.20",663.25M,0.80%
4-May-18,6062.9,"6,098.30","6,109.70","6,061.30",571.98M,-0.58%
7-May-18,6084.5,"6,063.20","6,110.20","6,063.20",452.49M,0.36%
8-May-18,6091.9,"6,084.50","6,111.20","6,084.50",553.25M,0.12%
9-May-18,6108,"6,091.90","6,111.50","6,083.30",548.72M,0.26%
10-May-18,6118.7,"6,108.00","6,145.20","6,108.00",558.51M,0.18%
11-May-18,6116.2,"6,118.70","6,140.90","6,116.20",476.44M,-0.04%
14-May-18,6135.3,"6,116.20","6,135.50","6,109.30",587.63M,0.31%
15-May-18,6097.8,"6,135.30","6,146.80","6,097.80",640.76M,-0.61%
16-May-18,6107,"6,097.80","6,129.70","6,094.50",693.13M,0.15%
17-May-18,6094.3,"6,107.00","6,120.20","6,077.60",562.11M,-0.21%
18-May-18,6087.4,"6,094.30","6,110.60","6,079.50",469.13M,-0.11%
21-May-18,6084.5,"6,087.40","6,094.90","6,070.30",451.69M,-0.05%
22-May-18,6041.9,"6,084.50","6,084.50","6,028.50",493.88M,-0.70%
23-May-18,6032.5,"6,041.90","6,056.60","6,026.10",584.65M,-0.16%
24-May-18,6037.1,"6,032.50","6,039.30","6,011.90",520.79M,0.08%
25-May-18,6032.8,"6,037.10","6,038.90","6,016.60",549.11M,-0.07%
28-May-18,6004,"6,032.80","6,032.80","5,993.80",481.77M,-0.48%
29-May-18,6013.6,"6,004.00","6,025.20","5,995.60",547.25M,0.16%
30-May-18,5984.7,"6,013.60","6,013.60","5,964.10",766.06M,-0.48%
31-May-18,6011.9,"5,984.70","6,024.40","5,984.70",832.82M,0.45%
1-Jun-18,5990.4,"6,011.90","6,011.90","5,972.00",474.67M,-0.36%
4-Jun-18,6025.5,"5,990.40","6,038.50","5,990.40",513.85M,0.59%
5-Jun-18,5994.9,"6,025.50","6,025.50","5,982.20",550.34M,-0.51%
6-Jun-18,6025.1,"5,994.90","6,026.10","5,994.90",616.78M,0.50%
7-Jun-18,6057.3,"6,025.10","6,070.70","6,025.10",505.61M,0.53%
8-Jun-18,6045.2,"6,057.30","6,060.80","6,041.40",449.52M,-0.20%
12-Jun-18,6054.4,"6,045.20","6,063.90","6,040.80",670.06M,0.15%
13-Jun-18,6023.5,"6,054.40","6,054.40","6,010.70",561.44M,-0.51%
14-Jun-18,6016.6,"6,023.50","6,033.70","6,007.50",596.38M,-0.11%
15-Jun-18,6094,"6,016.60","6,100.10","6,016.60",1.04B,1.29%
18-Jun-18,6104.1,"6,094.00","6,114.90","6,085.20",506.20M,0.17%
19-Jun-18,6102.1,"6,104.10","6,147.60","6,102.10",549.90M,-0.03%
20-Jun-18,6172.6,"6,102.10","6,172.60","6,102.10",670.86M,1.16%
21-Jun-18,6232.1,"6,172.60","6,249.30","6,172.60",867.12M,0.96%
22-Jun-18,6225.2,"6,232.10","6,243.40","6,217.00",594.65M,-0.11%
25-Jun-18,6210.4,"6,225.70","6,250.80","6,204.30",481.41M,-0.24%
26-Jun-18,6197.6,"6,210.40","6,210.40","6,161.10",515.77M,-0.21%
27-Jun-18,6195.9,"6,197.60","6,216.30","6,189.40",573.36M,-0.03%
28-Jun-18,6215.4,"6,195.90","6,218.90","6,178.40",601.75M,0.31%
29-Jun-18,6194.6,"6,215.40","6,232.60","6,194.60",741.08M,-0.33%
